Postal Code, Amenity Count, Shop Count, Tourism Count
6225ER, 8, 4, 0
6212BT, 389, 268, 120
6212BS, 391, 284, 120
6225ET, 8, 4, 0
6212BN, 406, 311, 119
6212BM, 436, 392, 121
6212BP, 459, 427, 121
6225EP, 12, 4, 0
6212BJ, 450, 427, 121
6225EK, 12, 4, 0
6225EJ, 9, 4, 1
6212BL, 451, 384, 123
6225EM, 21, 7, 3
6212BK, 447, 422, 122
6225EL, 15, 4, 0
6225EG, 18, 5, 0
6212BE, 523, 464, 124
6212BH, 532, 477, 119
6212BG, 492, 455, 119
6225EH, 12, 4, 0
6212BB, 484, 449, 123
6225EC, 13, 4, 0
6212BA, 518, 469, 121
6225EB, 18, 5, 0
6212BD, 528, 479, 120
6225EE, 20, 7, 2
6212BC, 535, 488, 124
6225ED, 9, 4, 0
6225EA, 21, 7, 3
6212AT, 532, 477, 123
6212AW, 488, 447, 124
6212AV, 456, 373, 115
6225DR, 30, 9, 8
6212AP, 571, 496, 133
6212AS, 482, 418, 118
6212AR, 561, 496, 131
6212AM, 605, 505, 137
6225DN, 26, 8, 5
6212AL, 60, 7, 36
6212AN, 551, 477, 127
6212AH, 156, 16, 60
6212AK, 67, 9, 44
6225DL, 26, 8, 5
6212AJ, 84, 12, 47
6225DK, 27, 8, 6
6212AE, 365, 234, 108
6212AD, 553, 482, 130
6225DE, 28, 13, 6
6212AG, 259, 23, 82
6225DH, 28, 8, 6
6225DG, 27, 8, 6
6212AA, 601, 506, 138
6225DB, 27, 8, 6
6225DA, 26, 8, 6
6212AC, 589, 502, 132
6225DD, 27, 8, 6
6212AB, 561, 499, 125
6225DC, 27, 8, 6
6225CP, 19, 5, 1
6225CM, 10, 4, 0
6225CN, 17, 4, 0
6225CH, 9, 4, 0
6225CJ, 17, 4, 0
6225CE, 13, 4, 0
6225CD, 17, 4, 1
6225CG, 12, 4, 0
6225CA, 16, 4, 1
6225CC, 17, 4, 1
6225CB, 16, 4, 0
6225BW, 20, 4, 2
6225BS, 20, 5, 3
6225BV, 18, 4, 1
6225BP, 20, 4, 2
6225BR, 20, 5, 2
6225BL, 22, 4, 3
6225BK, 23, 6, 4
6225BN, 23, 5, 4
6225BM, 23, 7, 4
6225BH, 23, 7, 4
6225BG, 23, 7, 4
6225BJ, 23, 7, 4
6225BD, 23, 7, 4
6225BC, 13, 4, 0
6225BE, 19, 5, 2
6225BB, 20, 5, 2
6225BA, 23, 7, 4
6225AZ, 20, 6, 3
6225AW, 11, 4, 0
6225AV, 15, 4, 1
6225AX, 23, 7, 4
6225AS, 25, 7, 4
6225AR, 25, 7, 6
6225AT, 23, 5, 4
6225AN, 20, 8, 1
6225AP, 18, 6, 0
6225AK, 26, 8, 5
6225AJ, 26, 8, 6
6225AM, 18, 6, 0
6225AL, 20, 7, 1
6225AG, 27, 8, 6
6225AH, 25, 7, 5
6225AC, 27, 8, 6
6225AB, 30, 13, 6
6225AE, 28, 8, 6
6225AD, 29, 8, 8
6225AA, 29, 8, 6
6229HZ, 156, 21, 25
6229HV, 139, 16, 20
6216ET, 98, 42, 11
6216EV, 99, 42, 12
6229HW, 157, 20, 28
6229HR, 149, 18, 26
6216EP, 76, 40, 8
6216ES, 116, 42, 15
6229HT, 145, 19, 28
6216ER, 112, 42, 13
6229HS, 142, 19, 25
6216EM, 85, 41, 9
6229HN, 147, 16, 23
6229HM, 141, 17, 24
6229HP, 148, 16, 23
6216EN, 95, 42, 12
6229HJ, 137, 16, 22
6229HL, 139, 16, 22
6229HK, 141, 16, 22
6216ED, 62, 32, 5
6229HE, 131, 15, 23
6216EG, 132, 51, 18
6229HH, 137, 15, 23
6216EA, 88, 40, 9
6229HB, 134, 16, 21
6216EC, 64, 33, 5
6229HD, 130, 16, 19
6229HC, 142, 19, 28
6229GX, 180, 22, 25
6229GP, 162, 21, 24
6229GM, 150, 20, 22
6229GL, 147, 24, 23
6229GN, 160, 23, 25
6229GH, 163, 22, 24
6229GE, 189, 25, 26
6229GD, 188, 25, 26
6229GG, 152, 23, 24
6229GC, 181, 23, 26
6229GB, 173, 23, 26
6216CV, 78, 40, 7
6216CS, 76, 42, 6
6216CR, 81, 52, 4
6216CT, 78, 40, 7
6216CP, 60, 40, 4
6216CK, 93, 48, 10
6216CJ, 104, 51, 12
6216CL, 84, 41, 7
6216CH, 101, 48, 11
6216CC, 112, 62, 13
6216CB, 118, 68, 15
6216CD, 87, 42, 8
6229VP, 110, 18, 19
6216SN, 61, 30, 4
6229VR, 95, 19, 21
6216SP, 61, 28, 4
6216SK, 64, 31, 4
6216SJ, 62, 31, 4
6229VK, 14, 8, 2
6216SM, 63, 31, 4
6229VN, 91, 20, 16
6216SL, 64, 31, 4
6229VM, 72, 21, 7
6216SG, 66, 29, 4
6225ND, 2, 0, 0
6225NC, 15, 5, 0
6229VJ, 18, 8, 2
6216SH, 65, 29, 4
6216SC, 68, 34, 5
6216SB, 61, 29, 4
6221EZ, 668, 531, 149
6229VC, 71, 19, 17
6216SE, 67, 34, 5
6225NB, 20, 7, 1
6229VE, 30, 15, 3
6221EW, 672, 527, 146
6221EV, 678, 527, 149
6216RZ, 66, 34, 5
6221ER, 667, 531, 150
6221ET, 667, 533, 148
6216RV, 63, 30, 5
6221EN, 655, 529, 152
6216RX, 77, 44, 6
6216RW, 70, 39, 5
6221EP, 660, 530, 150
6216RR, 91, 43, 9
6221EK, 668, 532, 149
6221EJ, 652, 529, 145
6216RT, 70, 40, 5
6221EM, 646, 530, 149
6216RS, 76, 41, 6
6221EL, 678, 530, 151
6216RN, 95, 42, 10
6221EG, 665, 533, 148
6216RM, 88, 41, 9
6216RP, 95, 44, 10
6221EH, 676, 531, 148
6216RJ, 72, 39, 5
6221EC, 651, 527, 138
6221EB, 663, 533, 147
6216RL, 84, 40, 8
6221EE, 650, 529, 144
6216RK, 74, 39, 6
6221ED, 662, 530, 148
6216RE, 72, 41, 5
6216RH, 67, 35, 5
6221EA, 650, 527, 139
6216RG, 74, 40, 6
6216RB, 68, 39, 5
6216RA, 72, 40, 5
6216RD, 77, 40, 5
6216RC, 72, 40, 5
6229TV, 121, 17, 19
6229TX, 114, 17, 18
6229TW, 119, 17, 19
6229TR, 121, 18, 20
6229TT, 107, 19, 20
6229TS, 110, 18, 20
6229TN, 110, 18, 19
6229TM, 111, 20, 19
6229TP, 109, 18, 19
6221DB, 638, 521, 136
6229TJ, 110, 20, 18
6229TL, 114, 20, 19
6229TK, 112, 20, 18
6229TE, 103, 20, 18
6229TH, 114, 20, 18
6229TG, 114, 20, 18
6229TB, 112, 18, 19
6221CX, 668, 531, 147
6229TA, 108, 18, 19
6229TD, 115, 19, 19
6221CZ, 654, 529, 141
6221CT, 650, 527, 140
6221CW, 657, 529, 143
6221CV, 664, 529, 148
6216PX, 78, 42, 6
6216PW, 79, 43, 6
6221CP, 666, 528, 146
6216PZ, 77, 41, 6
6221CS, 663, 529, 146
6221CR, 644, 526, 140
6216PT, 87, 44, 6
6221CM, 646, 523, 139
6216PS, 70, 33, 5
6221CL, 577, 503, 122
6216PV, 82, 44, 6
6221CN, 646, 526, 140
6216PP, 68, 39, 5
6225KM, 24, 8, 2
6221CH, 646, 526, 138
6225KL, 27, 8, 2
6216PR, 60, 30, 5
6221CK, 643, 527, 138
6221CJ, 644, 527, 138
6225KN, 23, 8, 1
6212HH, 166, 25, 55
6216PL, 73, 38, 5
6221CE, 602, 514, 136
6216PK, 68, 36, 5
6221CD, 605, 517, 135
6225KH, 24, 8, 1
6216PN, 65, 33, 5
6221CG, 596, 511, 128
6225KK, 24, 8, 1
6216PM, 70, 33, 5
6225KJ, 24, 8, 1
6212HD, 166, 23, 55
6216PH, 65, 31, 5
6221CA, 596, 515, 130
6225KE, 22, 8, 1
6212HC, 255, 53, 85
6216PG, 63, 31, 5
6225KD, 20, 7, 1
6216PJ, 68, 32, 5
6221CC, 588, 512, 127
6225KG, 24, 8, 1
6221CB, 618, 516, 137
6216PD, 59, 30, 5
6216PC, 59, 28, 4
6212HB, 250, 48, 85
6225KC, 22, 8, 1
6229SG, 16, 9, 2
6212HA, 274, 57, 90
6216PE, 65, 31, 5
6225KB, 21, 8, 1
6221BX, 601, 515, 136
6221BW, 657, 530, 142
6221BZ, 657, 530, 139
6229SC, 8, 6, 1
6229SB, 9, 6, 1
6212GW, 343, 112, 105
6212GV, 305, 78, 104
6221BS, 551, 506, 112
6225JW, 23, 8, 4
6221BV, 585, 515, 128
6212GX, 293, 58, 96
6212GS, 395, 337, 115
6221BP, 584, 515, 126
6225JT, 25, 8, 5
6212GR, 368, 237, 111
6225JS, 23, 8, 4
6221BR, 635, 523, 136
6212GT, 350, 146, 107
6221BL, 638, 523, 137
6212GN, 351, 154, 108
6221BK, 633, 526, 137
6221BN, 636, 521, 138
6212GP, 361, 201, 109
6221BM, 580, 515, 125
6212GK, 235, 33, 82
6221BH, 624, 515, 138
6225JL, 26, 8, 5
6212GJ, 355, 171, 110
6221BG, 629, 522, 137
6225JK, 27, 8, 6
6212GM, 359, 199, 110
6221BJ, 625, 515, 134
6225JN, 24, 8, 4
6212GL, 373, 269, 113
6225JM, 26, 8, 6
6212GG, 334, 136, 109
6221BD, 574, 516, 118
6221BC, 550, 514, 115
6212GH, 224, 28, 76
6221BE, 627, 526, 141
6212GC, 414, 391, 117
6212GB, 384, 284, 119
6212GE, 355, 217, 117
6221BB, 530, 514, 113
6212GD, 403, 352, 118
6221BA, 635, 527, 141
6221AZ, 638, 527, 142
6212GA, 417, 386, 118
6221AW, 644, 527, 140
6221AV, 599, 521, 130
6221AX, 593, 520, 129
6216NZ, 59, 28, 5
6221AS, 592, 525, 130
6221AR, 584, 522, 127
6221AT, 598, 526, 129
6216NV, 58, 28, 4
6221AN, 618, 526, 139
6216NX, 58, 28, 4
6216NW, 57, 28, 4
6221AP, 610, 526, 134
6221AK, 593, 526, 130
6216NT, 58, 28, 5
6221AM, 582, 525, 127
6216NS, 59, 28, 4
6221AL, 565, 524, 125
6221AG, 546, 523, 120
6221AH, 598, 526, 132
6221AC, 644, 527, 140
6221AB, 309, 313, 53
6221AE, 473, 501, 94
6221AD, 628, 526, 142
6212EX, 416, 346, 121
6212EZ, 414, 352, 120
6212ET, 423, 354, 121
6212EW, 372, 251, 119
6212EV, 420, 359, 121
6212EP, 272, 53, 92
6212ES, 255, 23, 90
6212ER, 314, 137, 114
6212EM, 219, 23, 80
6225HN, 11, 4, 0
6212EL, 250, 28, 91
6225HM, 17, 5, 0
6212EN, 330, 175, 118
6225HJ, 17, 5, 0
6212EH, 234, 19, 88
6212EK, 234, 23, 84
6225HL, 8, 4, 0
6212EJ, 263, 37, 95
6225HK, 8, 4, 0
6225HE, 18, 6, 0
6212EG, 213, 21, 79
6225HH, 17, 5, 0
6225HG, 18, 6, 0
6212EA, 199, 17, 72
6212EC, 220, 19, 83
6225HD, 18, 5, 0
6212EB, 207, 18, 75
6225HC, 13, 4, 0
6225GX, 18, 7, 0
6225GZ, 19, 7, 1
6225GT, 18, 5, 0
6225GW, 18, 5, 0
6225GV, 18, 6, 0
6225GP, 18, 5, 0
6225GS, 16, 5, 0
6225GR, 18, 5, 0
6225GM, 18, 5, 0
6225GL, 15, 5, 0
6225GN, 18, 5, 0
6225GH, 13, 4, 0
6225GK, 17, 5, 0
6225GJ, 17, 5, 0
6225GE, 14, 4, 0
6225GD, 13, 4, 0
6225GG, 13, 4, 0
6225GA, 9, 4, 0
6225GC, 13, 4, 0
6225GB, 8, 4, 0
6212CZ, 187, 15, 70
6212CW, 288, 47, 90
6212CV, 199, 16, 78
6212CX, 300, 58, 95
6212CS, 394, 308, 120
6212CR, 277, 30, 84
6212CT, 271, 21, 85
6212CN, 409, 329, 122
6212CP, 334, 175, 110
6212CK, 369, 258, 110
6212CJ, 179, 15, 72
6212CM, 326, 128, 100
6212CL, 316, 102, 98
6212CG, 419, 352, 114
6212CH, 271, 24, 83
6224TR, 135, 56, 27
6224TN, 118, 43, 26
6224TP, 123, 37, 27
6224TK, 135, 47, 29
6224TL, 133, 50, 29
6224TG, 143, 61, 31
6224TH, 140, 55, 30
6224TB, 123, 47, 26
6224TE, 158, 66, 32
6224TD, 139, 54, 31
6224TA, 126, 44, 27
6211PX, 609, 515, 136
6211PZ, 603, 513, 135
6215XX, 51, 10, 5
6211PW, 608, 519, 138
6211PP, 532, 497, 124
6215XT, 42, 9, 2
6211PS, 537, 494, 128
6215XW, 49, 10, 5
6211PR, 514, 492, 107
6215XV, 49, 9, 5
6211PM, 548, 505, 128
6211PL, 537, 506, 123
6215XP, 46, 9, 4
6215XS, 42, 9, 3
6211PN, 538, 501, 128
6215XR, 43, 9, 3
6215XM, 46, 9, 4
6211PH, 588, 511, 136
6215XL, 47, 9, 4
6211PK, 613, 519, 138
6211PJ, 538, 491, 121
6215XN, 43, 9, 3
6211PE, 644, 522, 142
6211PD, 544, 490, 122
6215XH, 47, 9, 4
6211PG, 613, 516, 139
6215XK, 45, 9, 4
6215XJ, 49, 9, 5
6211PA, 654, 522, 142
6215XD, 48, 9, 5
6211PC, 612, 517, 139
6215XG, 49, 9, 5
6211PB, 632, 520, 142
6215XA, 47, 9, 4
6215XC, 49, 12, 5
6215XB, 49, 9, 5
6211NZ, 642, 521, 143
6211NW, 630, 518, 140
6211NV, 570, 491, 124
6215VZ, 44, 9, 2
6211NX, 652, 521, 144
6211NS, 594, 507, 125
6215VW, 43, 9, 2
6211NR, 568, 489, 125
6215VV, 43, 9, 2
6211NT, 551, 489, 122
6215VX, 43, 9, 2
6215VS, 42, 9, 2
6211NN, 532, 488, 121
6215VR, 42, 9, 2
6211NP, 547, 491, 121
6215VT, 42, 9, 2
6211NK, 548, 492, 123
6211NJ, 632, 514, 136
6215VN, 42, 9, 2
6211NM, 554, 491, 122
6211NL, 544, 488, 121
6215VP, 42, 9, 2
6211NG, 510, 490, 109
6215VK, 42, 9, 2
6215VJ, 43, 9, 2
6215VM, 42, 9, 2
6211NH, 589, 513, 126
6215VL, 41, 9, 2
6211NC, 515, 488, 118
6215VG, 41, 9, 2
6211NB, 548, 490, 124
6211NE, 543, 493, 121
6211ND, 530, 491, 119
6215VH, 43, 9, 2
6211NA, 570, 504, 126
6215VE, 44, 9, 2
6211MZ, 607, 509, 134
6211MV, 608, 505, 128
6228XZ, 34, 13, 3
6211MX, 630, 513, 130
6228XV, 28, 3, 3
6228XX, 75, 16, 7
6211MB, 686, 527, 152
6211MA, 684, 528, 153
6211MC, 673, 522, 153
6211LX, 598, 503, 132
6211LZ, 654, 522, 137
6211LT, 564, 493, 128
6215TX, 43, 9, 2
6211LW, 546, 472, 126
6211LV, 561, 487, 127
6215TZ, 42, 9, 2
6211LP, 627, 519, 136
6215TT, 49, 11, 5
6211LS, 638, 517, 132
6215TW, 49, 11, 5
6211LR, 611, 511, 133
6215TV, 42, 9, 2
6211LM, 647, 523, 137
6211LL, 664, 524, 148
6215TP, 47, 15, 4
6215TS, 55, 26, 4
6211LN, 662, 522, 142
6215TR, 52, 26, 4
6215TM, 47, 17, 4
6211LH, 678, 525, 147
6215TL, 47, 13, 4
6211LK, 667, 523, 143
6211LJ, 675, 523, 152
6215TN, 48, 10, 4
6211LE, 662, 525, 150
6211LD, 674, 525, 152
6215TH, 45, 11, 4
6211LG, 673, 524, 150
6215TK, 47, 21, 4
6215TJ, 47, 17, 4
6211LA, 684, 530, 153
6215TE, 45, 9, 2
6215TD, 44, 9, 2
6211LC, 675, 533, 151
6215TG, 44, 11, 2
6211LB, 683, 530, 153
6215TA, 43, 9, 2
6215TC, 43, 9, 2
6215TB, 44, 9, 2
6211KX, 687, 531, 154
6211KW, 687, 530, 152
6211KZ, 644, 520, 137
6215SX, 43, 10, 2
6211KS, 681, 522, 150
6211KV, 690, 530, 152
6215SZ, 44, 9, 2
6211KP, 689, 528, 152
6215ST, 43, 9, 2
6211KR, 692, 530, 151
6215SV, 42, 9, 2
6211KL, 654, 522, 140
6215SP, 43, 9, 2
6211KK, 629, 518, 134
6211KN, 662, 522, 143
6215SR, 43, 9, 2
6211KH, 633, 521, 141
6215SL, 43, 9, 2
6211KG, 648, 521, 139
6211KJ, 642, 522, 139
6215SN, 44, 9, 2
6215SM, 44, 9, 2
6215SH, 32, 6, 2
6211KC, 600, 510, 136
6215SG, 32, 6, 2
6215SJ, 32, 6, 2
6215SC, 40, 9, 2
6211KB, 614, 515, 141
6211KA, 646, 522, 146
6215SE, 36, 6, 2
6211JZ, 637, 519, 147
6211JW, 598, 525, 131
6211JV, 642, 513, 145
6215RZ, 34, 6, 2
6211JX, 631, 517, 144
6211JS, 669, 521, 151
6215RW, 37, 7, 2
6211JR, 675, 525, 147
6215RV, 40, 9, 2
6215RX, 40, 9, 2
6215RS, 40, 9, 2
6211JN, 687, 529, 151
6215RR, 35, 6, 2
6211JP, 678, 529, 148
6215RT, 41, 9, 2
6211JK, 666, 523, 142
6211JJ, 676, 524, 151
6215RN, 39, 7, 2
6211JM, 686, 530, 150
6211JL, 686, 531, 156
6215RP, 40, 9, 2
6211JG, 690, 530, 152
6215RK, 39, 8, 2
6215RJ, 40, 9, 2
6215RM, 40, 9, 2
6211JH, 663, 523, 143
6215RL, 36, 7, 2
6211JC, 692, 530, 152
6215RG, 41, 9, 2
6211JB, 693, 529, 153
6211JD, 693, 530, 154
6215RH, 40, 9, 2
6215RB, 39, 8, 2
6211JA, 693, 529, 153
6215RE, 40, 9, 2
6215RA, 39, 8, 2
6224LW, 402, 290, 85
6224LX, 379, 226, 79
6224LS, 252, 89, 43
6224LR, 296, 119, 44
6224LN, 307, 115, 45
6224LP, 333, 107, 64
6216CA, 120, 70, 15
6216BZ, 106, 43, 12
6216BV, 85, 55, 5
6216BX, 120, 52, 15
6216BW, 70, 44, 3
6216BR, 114, 63, 13
6216BT, 89, 57, 5
6216BS, 102, 60, 10
6216BN, 58, 26, 3
6216BM, 57, 25, 4
6216BJ, 58, 31, 5
6216BL, 59, 36, 4
6229EM, 177, 64, 26
6216BK, 63, 35, 4
6229EG, 193, 28, 29
6216BE, 54, 23, 6
6216BH, 59, 30, 5
6216BG, 49, 23, 6
6216BB, 64, 43, 4
6229EC, 155, 24, 24
6216BA, 61, 41, 5
6229EB, 156, 24, 23
6216BD, 57, 25, 7
6216BC, 58, 26, 7
6229ED, 166, 24, 26
6211XX, 534, 511, 123
6229EA, 153, 24, 24
6211XZ, 476, 506, 98
6216AX, 65, 40, 6
6216AZ, 60, 40, 6
6211XP, 581, 513, 131
6216AT, 63, 34, 6
6211XS, 582, 513, 130
6216AW, 62, 41, 6
6211XR, 583, 513, 131
6216AV, 62, 40, 6
6211XL, 576, 516, 133
6216AP, 56, 31, 5
6216AS, 59, 33, 5
6211XN, 580, 513, 131
6216AR, 60, 34, 5
6216AM, 51, 26, 5
6211XH, 623, 521, 137
6216AL, 59, 26, 6
6211XK, 635, 528, 144
6211XJ, 619, 522, 138
6216AN, 57, 35, 5
6211XE, 601, 517, 133
6211XD, 606, 518, 133
6216AH, 56, 38, 6
6211XG, 605, 520, 134
6216AK, 52, 29, 6
6216AJ, 52, 31, 6
6211XA, 602, 527, 135
6216AE, 68, 45, 6
6216AD, 56, 35, 6
6211XC, 582, 517, 133
6216AG, 62, 43, 6
6211XB, 610, 527, 136
6216AC, 63, 40, 5
6216AB, 65, 42, 6
6211WH, 524, 513, 117
6211WD, 570, 516, 133
6211WC, 558, 516, 128
6211WE, 548, 515, 125
6211WB, 527, 511, 117
6229BK, 68, 19, 19
6229BN, 132, 17, 26
6229BM, 105, 17, 28
6229BH, 70, 19, 19
6229BG, 73, 19, 19
6229BJ, 70, 19, 19
6229BD, 81, 19, 19
6229BC, 78, 19, 19
6229BE, 77, 19, 19
6224XZ, 178, 81, 39
6229BB, 109, 18, 23
6229BA, 107, 18, 23
6224XW, 138, 47, 33
6224XV, 145, 49, 33
6229AZ, 110, 17, 29
6224XX, 156, 65, 37
6224XS, 116, 37, 30
6229AW, 113, 18, 25
6229AV, 126, 16, 25
6229AX, 110, 17, 29
6229AS, 109, 17, 27
6224XN, 90, 32, 27
6229AR, 94, 19, 25
6229AT, 86, 19, 23
6224XK, 115, 45, 32
6224XJ, 143, 54, 34
6224XM, 106, 35, 23
6229AP, 109, 18, 27
6224XG, 152, 60, 36
6229AK, 84, 19, 25
6229AJ, 96, 18, 26
6224XH, 127, 45, 32
6229AL, 85, 19, 25
6229AG, 99, 18, 26
6224XB, 120, 49, 24
6224XE, 160, 80, 28
6224XD, 136, 62, 28
6229AH, 92, 18, 26
6229AB, 15, 7, 6
6229AE, 83, 19, 28
6229AD, 103, 17, 33
6211TE, 668, 523, 146
6211TD, 658, 522, 144
6211TG, 669, 524, 146
6211TA, 668, 536, 151
6211TC, 657, 525, 147
6211TB, 658, 529, 149
6211SX, 653, 529, 149
6211SW, 665, 533, 150
6224VX, 156, 78, 27
6211SZ, 652, 525, 145
6211ST, 661, 527, 149
6224VT, 142, 65, 27
6211SV, 657, 524, 146
6224VW, 153, 76, 27
6224VV, 138, 61, 27
6211SP, 636, 523, 143
6224VP, 109, 38, 22
6211SR, 664, 531, 151
6224VS, 131, 52, 27
6224VR, 127, 49, 25
6211SL, 638, 525, 146
6224VM, 110, 38, 23
6211SK, 653, 530, 147
6224VL, 119, 46, 25
6211SN, 655, 528, 148
6211SM, 635, 523, 143
6224VN, 122, 49, 25
6211SH, 637, 524, 143
6211SG, 660, 531, 148
6224VH, 129, 52, 26
6211SJ, 658, 529, 148
6224VK, 126, 51, 25
6224VE, 121, 48, 27
6211SC, 616, 523, 142
6224VD, 122, 47, 25
6224VG, 123, 49, 25
6211SE, 635, 525, 143
6211SB, 626, 524, 143
6224VC, 116, 45, 26
6224VB, 116, 45, 25
6211RZ, 605, 521, 140
6211RW, 557, 516, 129
6211RV, 648, 527, 147
6211RX, 559, 510, 129
6211RS, 613, 521, 134
6211RR, 563, 510, 130
6211RT, 630, 524, 140
6211RN, 573, 512, 132
6211RP, 638, 524, 141
6211RK, 607, 517, 136
6211RJ, 535, 492, 120
6211RM, 583, 516, 133
6211RL, 605, 517, 132
6211RG, 544, 499, 130
6211RH, 535, 494, 132
6211RC, 541, 494, 132
6211RB, 557, 512, 130
6211RE, 556, 515, 129
6211RD, 567, 511, 129
6211RA, 571, 512, 129
6224TZ, 116, 38, 26
6224TW, 107, 35, 20
6224TV, 99, 33, 18
6224TX, 112, 36, 23
